# experiment: baseline
# description: Room temp, refresh OFF
# start_time: 2026-04-03T18:13:25.011842+00:00
timestamp,iteration,hold_s,refresh_rate,flip_count,experiment
2026-04-03T18:18:16.725997+00:00,80,5,OFF,0,baseline
2026-04-03T18:18:20.390013+00:00,81,5,OFF,0,baseline
2026-04-03T18:18:24.070238+00:00,82,5,OFF,0,baseline
2026-04-03T18:18:27.733676+00:00,83,5,OFF,0,baseline
2026-04-03T18:18:31.413839+00:00,84,5,OFF,0,baseline
2026-04-03T18:18:35.077659+00:00,85,5,OFF,0,baseline
2026-04-03T18:18:38.757041+00:00,86,5,OFF,0,baseline
2026-04-03T18:18:42.420826+00:00,87,5,OFF,0,baseline
2026-04-03T18:18:46.101491+00:00,88,5,OFF,0,baseline
2026-04-03T18:18:49.764902+00:00,89,5,OFF,0,baseline
2026-04-03T18:18:53.445531+00:00,90,5,OFF,0,baseline
2026-04-03T18:18:57.109026+00:00,91,5,OFF,0,baseline
2026-04-03T18:19:00.788449+00:00,92,5,OFF,0,baseline
2026-04-03T18:19:04.452411+00:00,93,5,OFF,0,baseline
2026-04-03T18:19:08.131649+00:00,94,5,OFF,0,baseline
2026-04-03T18:19:11.796490+00:00,95,5,OFF,0,baseline
2026-04-03T18:19:15.476185+00:00,96,5,OFF,0,baseline
2026-04-03T18:19:19.140244+00:00,97,5,OFF,0,baseline
2026-04-03T18:19:22.819471+00:00,98,5,OFF,0,baseline
2026-04-03T18:19:26.483160+00:00,99,5,OFF,0,baseline
2026-04-03T18:19:30.163594+00:00,100,5,OFF,0,baseline
2026-04-03T18:19:33.827462+00:00,101,5,OFF,0,baseline
2026-04-03T18:19:37.506772+00:00,102,5,OFF,0,baseline
2026-04-03T18:19:41.170168+00:00,103,5,OFF,0,baseline
2026-04-03T18:19:44.850608+00:00,104,5,OFF,0,baseline
2026-04-03T18:19:48.514934+00:00,105,5,OFF,0,baseline
2026-04-03T18:19:52.194260+00:00,106,5,OFF,0,baseline
2026-04-03T18:19:55.858963+00:00,107,5,OFF,0,baseline
2026-04-03T18:19:59.538389+00:00,108,5,OFF,0,baseline
2026-04-03T18:20:03.201691+00:00,109,5,OFF,0,baseline
2026-04-03T18:20:06.881910+00:00,110,5,OFF,0,baseline
2026-04-03T18:20:10.546113+00:00,111,5,OFF,0,baseline
2026-04-03T18:20:14.225843+00:00,112,5,OFF,0,baseline
2026-04-03T18:20:17.888916+00:00,113,5,OFF,0,baseline
2026-04-03T18:20:21.569418+00:00,114,5,OFF,0,baseline
2026-04-03T18:20:25.233449+00:00,115,5,OFF,0,baseline
2026-04-03T18:20:28.913103+00:00,116,5,OFF,0,baseline
2026-04-03T18:20:32.577364+00:00,117,5,OFF,0,baseline
2026-04-03T18:20:36.256746+00:00,118,5,OFF,0,baseline
2026-04-03T18:20:39.920782+00:00,119,5,OFF,0,baseline
2026-04-03T18:20:43.599959+00:00,120,5,OFF,0,baseline
2026-04-03T18:20:47.264029+00:00,121,5,OFF,0,baseline
2026-04-03T18:20:50.944351+00:00,122,5,OFF,0,baseline
2026-04-03T18:20:54.607797+00:00,123,5,OFF,0,baseline
2026-04-03T18:20:58.287744+00:00,124,5,OFF,0,baseline
2026-04-03T18:21:01.951819+00:00,125,5,OFF,0,baseline
2026-04-03T18:21:05.631416+00:00,126,5,OFF,0,baseline
2026-04-03T18:21:09.295503+00:00,127,5,OFF,0,baseline
2026-04-03T18:21:12.975055+00:00,128,5,OFF,0,baseline
2026-04-03T18:21:16.639224+00:00,129,5,OFF,0,baseline
2026-04-03T18:21:20.318809+00:00,130,5,OFF,0,baseline
2026-04-03T18:21:23.982676+00:00,131,5,OFF,0,baseline
2026-04-03T18:21:27.662906+00:00,132,5,OFF,0,baseline
2026-04-03T18:21:31.326868+00:00,133,5,OFF,0,baseline
2026-04-03T18:21:35.005998+00:00,134,5,OFF,0,baseline
2026-04-03T18:21:38.669533+00:00,135,5,OFF,0,baseline
