# experiment: baseline
# description: Room temp, refresh OFF
# start_time: 2026-04-03T18:13:25.011842+00:00
timestamp,iteration,hold_s,refresh_rate,flip_count,experiment
2026-04-03T18:13:26.657696+00:00,1,5,OFF,99706,baseline
2026-04-03T18:13:30.337473+00:00,2,5,OFF,65385,baseline
2026-04-03T18:13:34.000249+00:00,3,5,OFF,0,baseline
2026-04-03T18:13:37.681539+00:00,4,5,OFF,0,baseline
2026-04-03T18:13:41.344739+00:00,5,5,OFF,0,baseline
2026-04-03T18:13:45.024695+00:00,6,5,OFF,0,baseline
2026-04-03T18:13:48.689059+00:00,7,5,OFF,0,baseline
2026-04-03T18:13:52.368163+00:00,8,5,OFF,0,baseline
2026-04-03T18:13:56.032094+00:00,9,5,OFF,0,baseline
2026-04-03T18:13:59.695806+00:00,10,5,OFF,0,baseline
2026-04-03T18:14:03.376981+00:00,11,5,OFF,0,baseline
2026-04-03T18:14:07.039876+00:00,12,5,OFF,0,baseline
2026-04-03T18:14:10.720307+00:00,13,5,OFF,0,baseline
2026-04-03T18:14:14.384451+00:00,14,5,OFF,0,baseline
2026-04-03T18:14:18.064424+00:00,15,5,OFF,0,baseline
2026-04-03T18:14:21.727874+00:00,16,5,OFF,0,baseline
2026-04-03T18:14:25.407280+00:00,17,5,OFF,0,baseline
2026-04-03T18:14:29.070817+00:00,18,5,OFF,0,baseline
2026-04-03T18:14:32.751682+00:00,19,5,OFF,0,baseline
2026-04-03T18:14:36.415122+00:00,20,5,OFF,0,baseline
2026-04-03T18:14:40.094740+00:00,21,5,OFF,0,baseline
2026-04-03T18:14:43.758869+00:00,22,5,OFF,0,baseline
2026-04-03T18:14:47.438600+00:00,23,5,OFF,0,baseline
2026-04-03T18:14:51.102197+00:00,24,5,OFF,0,baseline
2026-04-03T18:14:54.782099+00:00,25,5,OFF,0,baseline
2026-04-03T18:14:58.446237+00:00,26,5,OFF,0,baseline
2026-04-03T18:15:02.125793+00:00,27,5,OFF,0,baseline
2026-04-03T18:15:05.789198+00:00,28,5,OFF,0,baseline
2026-04-03T18:15:09.469493+00:00,29,5,OFF,0,baseline
2026-04-03T18:15:13.133527+00:00,30,5,OFF,0,baseline
2026-04-03T18:15:16.813241+00:00,31,5,OFF,0,baseline
2026-04-03T18:15:20.477018+00:00,32,5,OFF,0,baseline
2026-04-03T18:15:24.156824+00:00,33,5,OFF,0,baseline
2026-04-03T18:15:27.820964+00:00,34,5,OFF,0,baseline
2026-04-03T18:15:31.500024+00:00,35,5,OFF,0,baseline
2026-04-03T18:15:35.165102+00:00,36,5,OFF,0,baseline
2026-04-03T18:15:38.844563+00:00,37,5,OFF,0,baseline
2026-04-03T18:15:42.508127+00:00,38,5,OFF,0,baseline
2026-04-03T18:15:46.188631+00:00,39,5,OFF,0,baseline
2026-04-03T18:15:49.851795+00:00,40,5,OFF,0,baseline
2026-04-03T18:15:53.532134+00:00,41,5,OFF,0,baseline
2026-04-03T18:15:57.195658+00:00,42,5,OFF,0,baseline
2026-04-03T18:16:00.875667+00:00,43,5,OFF,0,baseline
2026-04-03T18:16:04.539598+00:00,44,5,OFF,0,baseline
2026-04-03T18:16:08.219096+00:00,45,5,OFF,0,baseline
2026-04-03T18:16:11.883080+00:00,46,5,OFF,0,baseline
2026-04-03T18:16:15.562391+00:00,47,5,OFF,0,baseline
2026-04-03T18:16:19.226995+00:00,48,5,OFF,0,baseline
2026-04-03T18:16:22.906604+00:00,49,5,OFF,0,baseline
2026-04-03T18:16:26.570288+00:00,50,5,OFF,0,baseline
2026-04-03T18:16:30.250407+00:00,51,5,OFF,0,baseline
2026-04-03T18:16:33.913913+00:00,52,5,OFF,0,baseline
2026-04-03T18:16:37.593708+00:00,53,5,OFF,0,baseline
2026-04-03T18:16:41.258281+00:00,54,5,OFF,0,baseline
2026-04-03T18:16:44.937721+00:00,55,5,OFF,0,baseline
2026-04-03T18:16:48.601534+00:00,56,5,OFF,0,baseline
2026-04-03T18:16:52.281577+00:00,57,5,OFF,0,baseline
2026-04-03T18:16:55.945825+00:00,58,5,OFF,0,baseline
2026-04-03T18:16:59.625490+00:00,59,5,OFF,0,baseline
2026-04-03T18:17:03.289061+00:00,60,5,OFF,0,baseline
2026-04-03T18:17:06.968451+00:00,61,5,OFF,0,baseline
2026-04-03T18:17:10.632586+00:00,62,5,OFF,0,baseline
2026-04-03T18:17:14.312976+00:00,63,5,OFF,0,baseline
2026-04-03T18:17:17.976784+00:00,64,5,OFF,0,baseline
2026-04-03T18:17:21.656672+00:00,65,5,OFF,0,baseline
2026-04-03T18:17:25.320312+00:00,66,5,OFF,0,baseline
2026-04-03T18:17:29.000508+00:00,67,5,OFF,0,baseline
2026-04-03T18:17:32.664404+00:00,68,5,OFF,0,baseline
2026-04-03T18:17:36.343971+00:00,69,5,OFF,0,baseline
2026-04-03T18:17:40.008459+00:00,70,5,OFF,0,baseline
2026-04-03T18:17:43.687105+00:00,71,5,OFF,0,baseline
2026-04-03T18:17:47.351866+00:00,72,5,OFF,0,baseline
2026-04-03T18:17:51.031428+00:00,73,5,OFF,0,baseline
2026-04-03T18:17:54.695454+00:00,74,5,OFF,0,baseline
2026-04-03T18:17:58.374675+00:00,75,5,OFF,0,baseline
2026-04-03T18:18:02.038715+00:00,76,5,OFF,0,baseline
2026-04-03T18:18:05.702386+00:00,77,5,OFF,0,baseline
2026-04-03T18:18:09.382514+00:00,78,5,OFF,0,baseline
2026-04-03T18:18:13.046333+00:00,79,5,OFF,0,baseline
